"Gene.ID"	"EC"	"HIP"	"MTG"	"PC"	"SFG"	"VCX"
2820	2.297326373	1.579978468	3.531723848	3.494023203	0.554702204	0.60883965
2821	6.780282038	4.968991241	6.998463672	2.940972153	0.259696257	1.600804418
2822	1.099748693	1.474136149	1.583363431	1.471402891	1.16183769	2.370794487
2823	6.294673903	1.977427964	3.486759193	4.428344652	1.142706115	2.416775238
2824	6.042608672	2.991436613	4.039981889	6.061010328	1.795306973	2.747524156
2825	0.203819017	0.666736427	0.721853537	1.679395544	0.387127277	1.395454635
2826	1.904253011	1.01648136	0.402655564	0.22102216	1.051287311	0.267773419
2827	1.951794113	0.040568337	0.736039376	0.213901435	1.010116795	0.167580621
2828	1.1222285	0.678883021	1.995200105	2.005980762	3.16526854	1.908964887
2829	0.820797375	0.159768408	1.032369037	0.434264627	0.584744574	0.025678718
2830	3.56991997	0.969162851	0.767026492	0.737171717	1.94053861	0.539411574
2831	1.577965222	0.378520164	0.207545166	0.318527479	0.019045186	0.539917819
2832	0.175290522	0.023061614	0.617575561	0.653319056	0.668356729	0.732295231
2833	0.573197859	0.357328643	1.260664364	1.22196508	0.550955895	0.344860624
2834	0.460427352	0.238301456	0.444358467	0.128520101	0.698533068	0.217633511
2835	0.388033128	0.655336045	0.235359431	0.131742446	0.190589788	0.050006799
2837	1.04572732	0.445524765	0.616633827	1.219201815	0.227461137	0.442071418
2838	0.281886345	1.717128069	0.385381686	0.124145129	0.111182868	0.053958447
2840	1.835880956	0.99310153	2.449261283	0.900251716	1.418474517	0.046689544
2841	0.737910767	0.036483228	0.387344268	0.456927606	0.046548171	0.449946532
2842	5.426196459	0.096875348	1.894070859	1.855094983	0.207986777	0.781092071
2843	0.128075331	0.102204485	1.01553473	1.698188286	0.098810323	0.132604832
2844	0.263483988	0.105446216	0.403589009	2.192902678	1.456964655	0.207129457
2845	3.682906673	0.434207948	3.106110798	1.668006246	1.505267198	1.644996095
2846	1.931647384	0.549222985	1.359481012	1.716050979	0.777329812	1.120638356
2847	4.710693953	2.57552025	3.122361978	1.348530166	1.623588627	0.546666347
2848	0.123500235	0.968526314	1.652933687	1.335425921	0.060481916	0.112791268
2849	0.271734767	2.442147815	0.577691364	0.077836019	1.401567341	1.290389121
2850	0.001120013	0.279843912	0.371782962	0.369937258	0.506128393	0.447905629
2852	2.448254177	0.487965964	5.579914994	1.4588724	5.470436691	2.68444925
2853	1.045687725	0.54590147	0.009921034	0.013697978	0.096492218	0.680078438
2854	1.032016337	2.12306727	0.139453969	0.028894373	0.30938982	0.218483215
2857	0.462182302	0.156707587	0.111908196	0.163179051	0.461717799	0.146156174
2859	0.581659008	0.335136801	0.466786782	0.050630923	0.282898278	0.678824027
2861	5.460004443	2.537066526	5.366105056	1.295111756	1.158668925	0.371807283
2862	0.857833068	0.676933175	0.648407728	0.483715761	0.611371914	0.220029289
2863	2.914147448	1.190253887	1.055750483	0.982954981	0.835957408	1.090082079
2864	0.408858861	1.360747325	1.462060065	1.622325766	0.220909989	0.209401853
2865	2.154255516	0.248804595	2.458163791	0.031384162	0.672579505	0.188530579
2867	0.827641115	0.198572136	1.310672334	0.606723736	1.282939039	1.159194328
2868	1.883518258	3.065141924	3.576231636	1.115250466	2.06380979	0.899159495
2869	1.701571341	2.06385454	1.802087839	0.753005792	1.650515575	0.575597228
2870	3.173483834	1.770235816	1.142113945	1.518963117	1.212821928	1.59483747
2872	2.379225579	1.496220154	6.815656175	6.452279957	4.162292195	1.860625983
2873	2.591872589	2.8866934	1.318479389	2.487426071	0.31050323	1.010964658
2874	5.142310455	0.402659329	0.124238402	0.274400548	0.106055546	0.329544317
2875	0.505710807	0.358038705	2.243078467	2.066648636	0.202525474	0.006633667
2876	4.536358972	1.15957098	0.747720902	0.883203842	0.031255281	0.014718351
2877	0.652060688	1.963313571	0.374773078	0.905142505	0.397032535	0.700260306
2878	3.784022238	0.337879921	1.817432489	2.865446818	1.955812331	0.305655947
2879	5.541577937	3.124121538	5.71608337	1.614802885	0.008150836	2.28331438
2880	0.176896982	0.502645648	0.374547398	0.509248902	0.422273422	0.301494876
2882	0.315810544	0.374106804	0.27686497	0.927261854	0.549020187	1.16715538
2885	2.17312886	3.023374668	2.945079795	0.441542087	0.694846709	1.159612272
2886	1.649696504	0.348842754	0.056467095	0.043380642	0.475027635	0.120858857
2887	3.560128667	3.261593602	4.927370516	2.257945812	0.943047276	0.542366416
2888	3.055780216	0.782170909	1.816350991	0.598694204	0.217964972	0.383025477
2889	0.556300832	0.800375715	2.581191953	1.189586387	1.140150032	1.223795281
2890	6.907430491	2.090347691	6.134767971	5.75761223	1.106847952	0.761258045
2891	3.717934316	2.824081314	6.686520184	0.816620257	0.602147848	1.578720022
2892	2.042186251	4.552657967	1.462545165	2.167900466	1.532130795	2.144889485
2893	2.716641564	0.794780585	1.414750093	2.794076336	1.119342705	1.584360977
2894	1.294299231	3.647075655	3.710426742	2.561749916	0.720882926	2.407199824
2895	0.102048126	0.170325445	0.013082919	0.012979391	0.116466469	0.592928597
2896	0.228942134	0.716240883	0.456271124	2.063124534	0.636799665	0.356663473
2897	1.829531226	1.092653082	0.658399799	1.92861038	1.208385781	2.194843796
2898	3.041648999	1.257582006	5.271378515	3.52155622	0.506318657	1.366054182
2899	1.941630353	1.301676702	3.044630584	3.162838713	0.6918968	0.944899912
2900	0.28349401	1.727158204	0.762333734	0.529993073	0.748271556	0.337990087
2901	2.139321775	1.768880938	2.19617234	5.309991434	1.180753574	2.862195138
2902	9.044895247	1.615939738	3.549127734	2.48145687	1.516303117	1.558157546
2903	0.342111206	0.108372005	0.626025575	0.208405563	0.747035274	0.279831705
2904	1.737588684	2.308364983	2.362571063	0.712049342	0.537912229	1.186909593
2905	2.515151837	1.278261156	2.523587571	0.850510933	2.305242139	0.4894275
2906	1.045357163	1.887390467	0.867505686	1.8802921	0.910811547	1.057474684
2907	3.31922704	1.207349418	0.770020114	0.681594942	0.655719337	0.594449987
2908	1.30960976	2.342466784	3.94350159	3.958991399	0.814531733	0.86036757
2909	3.382971339	0.963627784	1.811461834	0.885889475	2.04142191	2.23842518
2911	0.625598538	0.876090342	2.905110786	1.416342331	0.320779528	0.289748361
2912	2.058087537	0.515619381	3.468512612	0.776694969	0.448791762	0.717671967
2913	0.493887721	1.33997766	0.049886498	1.158554759	0.133673147	0.938745991
2914	0.752651375	1.104571516	0.1065625	1.438481154	0.206123445	0.038471098
2915	2.642139437	2.917809349	2.571716834	3.098229686	0.599070152	1.289368625
2916	2.028237906	0.023604389	1.335639694	0.004981459	1.18051907	0.050368929
2917	1.09014043	1.111731174	1.468635745	1.052436698	0.64053723	1.393051405
2918	2.234816934	2.549751149	2.460918236	0.893560082	1.351436089	2.247527347
2919	1.078686179	2.155687373	4.092534656	0.588566652	3.467246731	0.757752703
2920	3.564475991	0.889872857	2.923807156	1.711285814	1.115903102	0.749272529
2921	1.364029291	0.138636263	0.077351573	0.418245242	0.371453244	0.308493804
2922	5.626539393	0.295583074	0.364740305	0.260514373	0.098605748	0.609699505
2923	2.064647143	3.417353252	2.218453015	2.630430086	1.720598362	1.438966135
2925	0.823487993	2.994278624	0.741021661	0.453150886	0.430301381	0.254010299
2926	1.224807348	2.935581333	4.889338817	4.628559811	0.592870916	1.895331192
2928	0.259063266	1.028658416	1.678900977	0.159884615	0.26298844	0.239317519
2931	0.522718087	0.249214809	0.381114336	0.555048688	0.280888527	1.405333434
2932	0.867166873	1.707191046	0.727104251	0.017086292	0.054723461	0.005851751
2934	3.370329702	2.342812014	4.692041211	0.328485649	2.152739691	1.244031572
2935	3.002189903	0.919160046	2.135863525	2.242408864	0.455168618	0.44647386
2936	0.259400617	3.387799848	2.493126842	1.83379626	3.121163146	0.757965255
2937	5.580000558	4.645196954	3.987780682	4.812557944	1.444810149	2.354534689
2938	0.963744598	1.340485416	1.610244226	1.123301144	0.653339441	0.503429257
2940	1.038962797	0.148638194	0.673960841	2.689003645	0.718284935	0.165882941
2941	2.360689609	4.98702229	3.924630606	5.6643645	1.134733047	1.376318926
2944	1.101419124	1.831539248	0.971749786	0.127996849	0.642945265	1.663819005
2946	1.12586731	0.038468552	3.086302799	0.207101276	1.06539775	2.071419346
2947	3.490166458	2.532704268	1.125451236	4.168597784	2.072160275	0.365506233
2948	1.53653144	0.869945136	0.348364835	1.020854623	0.156279841	0.744556242
2949	0.054542103	0.210376861	1.757736959	0.96237924	0.162595078	0.128470964
2950	0.215165507	0.35023741	0.090490198	0.227645678	0.578850041	0.28864368
2952	1.669995216	1.148275233	0.446044669	0.912549619	1.189170655	0.125948884
2953	0.965944218	1.269884034	1.453605244	0.941347189	1.084442791	1.326913302
2954	1.252356574	0.676128603	0.901115408	1.281205371	1.511303569	1.050507494
2955	1.856529793	0.731375212	0.277532431	1.319827598	1.001429243	0.113933681
2956	3.84649947	2.884987581	0.989700137	1.437098447	1.40642706	0.300707031
2957	0.023899944	3.335825937	0.388990978	0.891056355	0.651105256	2.107523001
2958	1.232572009	0.914200083	2.603844634	1.829275353	0.739181462	2.803011808
2959	0.104280098	3.005142828	5.317015908	2.67633877	1.415433106	1.355483646
2960	0.27932482	0.997355395	1.199419386	2.144111215	0.816835845	1.391754661
2961	0.217356603	4.297767336	2.409233109	2.498468544	2.383632481	2.185519864
2962	6.325964294	2.805553318	3.394054609	3.416439952	1.171347614	0.888770874
2963	0.041653164	0.554811432	0.238874351	1.069571859	0.197122301	0.416534578
2965	3.47176518	0.82276546	0.823632021	2.162134469	1.060947947	1.216636612
2966	1.129490972	1.498785283	2.507159901	1.334691978	1.4524785	2.62023442
2967	0.360943159	0.65350166	0.043532497	3.052823408	1.118388492	1.898000851
2968	2.439471356	2.075046878	0.221962944	1.172060022	1.84115407	0.266506747
2969	2.845787248	10.35898056	7.899283495	2.500114809	2.232261522	3.368815167
2971	4.392505831	6.559261516	9.137258785	4.037681306	0.43153708	0.630879262
2972	4.558984958	1.717541339	0.938063882	0.631188035	0.543464981	0.702965507
2974	0.160042141	0.095934702	0.476796638	0.841259325	0.108864428	0.002602014
2975	3.189861555	3.860393071	1.226912568	2.738740383	2.708941904	1.441565416
2976	3.976428898	0.682940916	4.643631221	0.234801777	0.960103125	0.750924644
2977	0.532480653	0.557289217	1.177356153	0.745212809	0.284740664	0.377558638
2978	1.985246264	1.568651287	0.432264585	0.680312504	0.77384185	1.53152277
2979	0.357513384	0.827880335	0.552332572	0.270340232	0.514874123	1.651913128
2980	0.484008033	2.453208632	0.29451898	0.287082946	0.439346977	0.22249138
2981	0.678202631	1.030748226	1.374843788	0.071460141	2.205656797	0.910680261
2982	4.194632014	0.079934832	2.611629259	0.709647428	0.081483666	0.47048015
2983	1.231530188	4.061559773	7.51711977	3.287840239	1.216159491	1.938056651
2984	0.570708838	0.420444735	0.100680229	1.044129189	0.498181736	0.466010376
2986	0.362317097	0.227302309	2.753453307	0.558915422	0.003732041	0.280918226
2987	1.627486191	1.797876634	1.108905827	3.002202794	1.657441789	0.254361985
2990	1.482773651	1.553013785	0.497937506	1.064326017	1.888869464	0.519314237
2992	3.437201473	3.087146301	2.475100262	5.016049233	0.237553063	1.4087444
2993	3.956491588	0.958464693	4.186408809	0.847519093	1.521944026	0.894281565
2994	1.796212747	2.534116187	0.892574705	0.899095657	1.271621849	0.631423988
2995	0.153215905	0.302552413	0.563919972	0.489127933	0.18619271	0.049487883
2996	1.510729995	0.730307396	1.000621568	2.179108995	1.425424573	0.498662996
2997	0.967226909	0.230521339	0.906817284	0.183389093	0.922635277	0.212886935
2998	0.089120076	0.150809215	1.58665383	0.145278246	1.036419893	0.076184379
2999	0.36289657	0.291997194	1.412691579	0.522833066	0.800162723	0.259022453
3000	1.04922407	1.194840106	0.746019386	0.897154164	0.401197938	0.454189675
3001	0.773757956	0.268362449	0.105127048	0.63907599	0.19011486	0.10879656
3002	0.899566092	0.601604415	0.318953583	1.204330913	0.007982914	0.884323517
3003	0.253706483	0.752479757	0.819918904	0.486470085	0.167142305	0.457117487
3004	0.616185501	0.719142829	0.13785547	0.757869482	0.162242114	0.414465559
3005	1.686205402	0.235285703	1.066115084	0.050776741	0.121542571	0.100114581
3006	1.183905972	0.199389601	2.833138273	0.280859164	2.525701531	1.117568453
3007	1.155405598	0.129103683	0.24860269	0.049377821	0.079946107	0.121798317
3008	0.800950818	0.142488065	0.778842347	1.549762638	0.262496431	0.233370763
3009	1.230391589	0.190531613	0.185179697	1.069361379	1.744116422	1.226433175
3010	0.732324744	0.72896361	0.554265822	0.279774703	1.215088953	0.184297689
3012	0.06664948	0.669303551	0.094252574	0.208765996	1.058729175	0.035048162
3014	3.216566425	3.366033264	1.336145125	2.661184825	2.916336493	1.6085805
3015	0.173405681	2.065060837	2.666063809	4.051204575	0.117775502	1.580679499
3017	0.261246964	1.400442506	0.945728889	1.281095157	0.731160294	0.475251959
3018	0.460011636	1.159093509	0.913941812	1.275286241	1.063309406	0.908977238
3020	7.124476127	2.068043392	6.054082209	3.530938795	1.285991071	0.616122998
3021	3.552734519	3.20280155	1.253264457	4.747725467	0.611548027	1.570563392
3024	0.380668498	0.007354662	2.748869713	0.948779709	0.719537011	0.09601173
3026	0.628632735	0.280571165	0.46796999	0.914397594	0.303380156	0.206006859
3028	2.500383696	2.450896653	0.689298029	1.451019114	0.168982825	0.09339595
3029	1.359501366	4.439935832	5.271498816	3.903073476	0.076227142	1.257565428
3030	5.236200841	3.371205318	4.573547042	1.565645136	2.30915838	1.268678964
3032	0.273418668	2.752724536	0.771101914	2.059428195	1.945353817	0.400029155
3033	0.662972107	2.323674919	2.017574581	3.34827835	1.962476177	1.849309206
3034	0.601147836	0.285676831	0.866843596	0.634447395	1.290428861	0.759589724
3035	5.82399883	2.185891387	4.903838365	2.50532154	0.309380239	2.000039222
3036	4.063034075	0.342313528	2.240296681	0.293115893	1.349247357	0.709049402
3037	0.026481612	0.033444796	0.019714513	0.131036102	0.808074414	0.034428937
3038	4.145702402	2.5992639	0.631364697	0.74372257	0.98362598	1.059941328
3039	2.771936219	1.959235451	0.922244003	0.566631792	0.734196332	0.304537633
3040	1.39245532	0.618051739	1.178660066	0.26348462	0.35877323	0.440267329
3042	2.332258495	0.232829661	0.62391667	0.270985316	1.544493576	0.888221033
3043	0.830644722	1.075751097	0.315514402	1.38475628	0.488982585	0.896984044
3044	1.427346836	0.448511656	0.089349661	0.431723156	1.748149473	0.295352156
3045	0.022171695	0.890941055	1.227314644	0.869928924	1.183807249	0.135031105
3046	0.963246738	1.476865765	0.786780549	0.652965442	0.649073391	0.989826171
3047	1.089439484	3.016787306	0.746091364	0.21285432	0.491089501	0.08706144
3048	1.567722235	0.939872842	1.223159945	0.033699151	0.118593561	0.637212464
3049	2.474318787	0.099420477	4.112284256	0.495652071	1.955799722	0.306009791
3050	1.975801694	0.01430908	0.66592828	0.618621438	0.013695432	0.627033208
3052	0.085380546	4.112320915	3.154675077	1.776722432	2.144616452	1.311429783
3053	0.006948881	0.519604915	0.764055782	2.552639599	0.393648886	0.068384132
3054	0.474028095	2.463074573	0.294382888	1.316066076	0.894065852	2.713735328
3055	0.369421093	0.066074204	0.092236016	1.153952112	0.154676309	0.539804143
3059	2.272423982	0.091633378	2.101260566	0.148652244	1.05011176	2.127939142
3060	0.541278942	0.128843002	0.723518564	1.667368545	1.171569467	1.180777094
3061	0.109501397	0.506989001	0.329551364	0.267446286	0.87966092	1.329529685
3062	0.602691871	2.549860143	1.628818913	0.529237825	0.683435357	0.567712874
3064	5.109682166	1.64029101	3.855231315	3.169398294	0.674880653	0.63260064
3065	0.664492087	0.308411246	4.191821759	0.064382605	4.928681662	0.282347042
3066	2.19828991	1.481888875	2.256390606	0.363202564	1.308030231	0.369242554
3067	1.161591188	0.114414784	0.048347139	0.136520527	0.337594503	0.423893756
3068	0.983378998	5.6339687	1.36345975	1.339568491	3.209561796	1.884975852
3069	5.600789306	2.871973414	3.773653233	2.87165408	1.140829372	0.76088822
3070	1.94903061	0.981587813	2.931752481	0.327208398	0.4777087	1.038749039
3071	1.124661006	0.407335272	1.207653091	0.127099492	0.681873533	0.128911059
3073	2.028534483	0.950791186	3.128902414	1.342659019	1.4966167	1.514137812
3074	0.535621565	2.530041143	4.778778299	3.802962975	3.476006357	1.569033927
3075	0.481545098	0.438081697	2.498220168	0.45085196	2.249472922	0.219971194
3077	3.068461421	1.941854842	2.081885474	1.787028883	1.659281959	1.532302731
3080	1.566406797	0.323628253	1.490451778	0.477767901	0.07421266	0.244590751
3081	2.896908493	1.812672702	3.12769116	1.408503114	1.407508141	0.935133962
3082	3.143174037	1.624420507	3.860659058	1.009229191	2.36576711	0.670434364
3083	0.583506573	0.042442129	0.133905159	0.279137274	1.818233232	0.468173798
3084	2.068995219	1.466073249	1.386818778	2.539220952	1.778484771	1.293020323
3087	0.474517349	0.882443	0.671080991	0.921788109	0.55476822	0.473566065
3090	3.07843118	1.072948604	1.061521337	0.817524323	0.092824722	0.591331082
3091	0.43313207	4.036820027	4.036771274	1.138958104	0.95641376	0.080185411
3092	1.654877633	4.949125018	5.194616055	0.785006475	2.692646344	1.661210882
3093	1.640281573	3.74640963	0.593941832	1.232023475	0.790404013	1.061411281
3094	2.530901627	1.872946449	8.7663545	4.284958435	1.886487865	2.972424548
3096	0.154677692	0.448059794	0.752565541	1.978549343	0.061004792	1.141136279
3097	0.588277436	3.738238087	3.187349332	4.635756414	0.889969074	1.760831847
3098	4.524109444	2.397075187	5.383711309	2.018470495	0.064263527	1.580885665
3099	5.725814619	0.909179765	1.095559838	1.254714898	0.943094904	0.896757175
3101	1.02169139	0.632114798	2.878179354	0.593102913	0.65027833	1.54627353
3104	4.936650703	0.929144104	0.448659828	0.027285073	0.201663284	0.411640263
3105	0.269758412	0.718547852	3.461477634	0.15145333	2.009919891	0.086228813
3106	0.958336462	0.872854702	3.264991266	0.824088063	1.832970588	0.643756148
3107	2.278946673	0.934615896	5.340538625	1.084077459	2.87772745	0.978049293
3108	0.074449729	1.247807841	0.521001483	0.230098955	0.230737955	0.094092093
3109	1.268511356	0.651177163	0.6898047	0.335727724	0.221206409	0.463580078
3110	0.706931424	0.407925055	1.719153421	0.705451162	0.090749406	0.193345445
3111	1.707893359	1.365357982	2.183242804	1.785289166	4.59047727	1.25107065
3112	1.498482262	0.59907184	0.339559221	0.356822795	0.5396379	0.583915435
3113	3.766501634	0.634019638	2.046982805	0.866251273	1.281891495	0.36037148
3115	0.648179578	0.33187938	2.14134821	0.609178134	0.536530674	0.063530637
3116	3.383423923	1.255865407	0.011869634	2.69328767	0.578540529	0.050687132
3117	0.881366595	1.353567684	1.247332109	0.168773813	1.572679103	0.49550165
3118	1.498331161	1.42910805	0.67179418	0.151446747	0.658917767	0.369510078
3119	2.502041384	2.957418277	1.551644717	1.784553221	1.507655769	1.876724893
3120	0.055682576	1.112685597	0.461318469	0.880696195	0.108630686	0.617396019
3122	1.70721783	0.37315193	1.050051615	1.526164217	0.684964608	0.079884535
3123	0.855253353	1.451072555	2.422785877	0.098836284	1.346138511	0.490765042
3125	0.270290738	2.102548557	0.481794519	1.645097685	0.277333688	0.55948696
3126	0.550474228	0.340261855	2.500834478	1.956416086	1.189614726	2.763625173
3127	0.597948554	1.006091048	0.110453923	1.169632308	1.955491015	1.338236929
3128	1.156177767	0.216682926	0.868044869	0.060438116	2.545638367	0.478976495
3131	0.433701427	3.710969828	6.466687915	4.38776695	0.252853857	1.390071921
3133	1.237845625	0.98714892	3.569203122	1.030812347	5.535134871	0.797281216
3134	2.019645326	1.409573209	0.758330967	1.565282953	1.346449709	1.609542616
3135	1.980560088	0.530364734	2.334375312	1.112588777	0.607416842	0.846175103
3140	1.526346697	1.289037751	2.058944548	1.026550822	1.261724085	1.115565751
3141	1.819591581	2.159893869	2.373176809	4.255712748	0.622700344	0.46311145
3142	1.4805788	3.074659796	0.958422495	0.50358316	0.369812944	0.181073663
3145	1.092789807	0.878370126	0.092583327	0.323239124	0.315194375	0.397316321
3146	6.928477431	4.364116887	4.542041865	2.337179162	3.318180348	1.488037127
3148	0.934352124	3.284370679	3.825443032	0.56428791	0.410538625	1.828713925
3149	0.603043874	2.941503585	0.627128702	2.036265697	2.105720205	4.430097985
3150	2.777233931	4.511330559	0.331068847	1.6857455	0.469165068	1.534675861
3151	0.835736632	6.906697159	5.06240007	4.289363453	1.02491481	3.522231867
3155	0.969278984	1.508003888	0.116160607	1.808676217	0.384939591	1.199148138
3156	1.815307816	1.875162541	3.280701084	1.641371999	0.976110052	2.260555849
3157	2.276491972	1.971175326	2.422335892	2.449391072	1.863365567	2.930017321
3158	0.121677922	0.146993049	1.235159105	1.392513247	1.339465988	1.015551512
3159	2.424230153	0.947759566	0.80189379	0.237762951	0.356823562	0.31262393
3161	2.203890239	0.800763743	1.072143184	0.257265239	1.37366679	0.870623785
3162	2.873375462	0.290736825	1.118604012	0.355279301	0.178380489	0.135024759
3163	1.140837557	1.36732418	3.937782365	3.339584701	0.751337365	2.118730452
3164	1.290120343	0.302589804	0.325366397	0.698127163	1.376122134	0.209140296
3166	1.525279586	0.385599841	0.551798644	2.247549166	0.401382349	0.671930575
3167	0.283761682	0.022610344	0.23806487	0.007486289	0.030387952	0.440607557
3169	0.661594453	1.703730717	2.929905427	0.638918296	0.820680072	1.868765104
3170	2.539433949	0.861062717	2.050575779	1.178070606	0.875095279	0.923597992
3171	0.027512442	0.441358114	1.458442526	0.742776051	0.178526163	0.057543317
3172	1.528517545	0.543708937	2.260407644	0.921762649	0.797665353	0.77148501
3174	0.2255681	1.014641665	1.498928497	1.319384007	2.322422962	0.251432889
3175	0.508426394	0.194458264	1.094052756	0.422745969	0.275255475	0.665051503
3176	1.278397312	1.67929389	2.891866837	1.587350792	0.821621754	0.702940282
3177	1.648085974	0.835106734	2.135035493	1.013450138	1.386157439	1.326854137
3178	5.169859577	3.830197018	2.112166326	1.787820945	2.001010143	1.109731585
3181	1.882029712	2.037785747	1.80216753	2.256476559	1.012393005	1.785020542
3182	0.582096546	4.330249931	1.208776187	3.305729342	1.09756167	0.719656306
3183	3.345820316	3.753070793	3.115701909	3.723891896	1.286832946	4.208190712
3184	1.245551048	2.484636326	4.132464736	3.672965019	2.560740909	1.659780262
3185	0.121991449	0.980671894	0.097088738	1.132657896	0.389906769	0.096778957
3187	2.064874642	5.885959042	2.847757122	0.567876771	1.511658133	0.348017359
3188	0.705437911	3.627831533	1.160555341	2.268265652	1.131688956	2.074248826
3189	2.300897383	3.547227161	3.74756238	2.106981613	1.640280454	0.508676265
3190	0.931274118	5.542814754	0.884589164	3.381206264	0.253940489	2.453067156
3191	3.565528913	6.951811453	3.819012848	2.026849158	1.67140469	1.46977643
3192	0.67870452	7.084317175	2.164841804	2.949911618	1.789719937	2.163895897
3195	1.341092184	0.12659259	1.317939825	0.53659962	0.646544558	0.116719805
3196	1.111522176	1.194750829	1.330202591	0.072674366	0.582516023	0.859594103
3198	1.775221009	0.22558562	0.860618493	0.204494762	1.200845427	0.190470995
3199	1.116588009	2.33038449	2.007997628	0.808323212	0.906988442	0.367769928
3200	0.871461236	0.99704832	3.253460919	1.495734629	0.602697009	1.381487539
3201	0.347071777	1.138309661	0.653245374	0.500657745	1.085735369	0.491905637
3202	0.302095481	0.200578692	0.404885499	0.191024688	2.145400557	0.582196941
3203	0.422465384	0.816744491	1.425658168	2.091520549	0.771149623	0.064195383
3204	0.978505753	2.734584544	1.339209024	0.125632175	0.478150606	1.249541707
3205	0.760700234	0.479900347	1.644583089	1.312722803	0.657614014	2.394354603
3206	1.366390801	0.41812177	0.211627811	0.311931923	0.599023155	0.316628781
3207	1.327857687	1.21266001	0.49698865	2.144615283	0.534560724	0.310080372
3208	5.104332332	0.154027249	3.356287185	0.067704399	0.384349138	1.497732543
3209	0.322183419	0.384593678	1.105669791	1.254235504	2.568740817	0.636962993
3211	0.260920183	1.811715234	0.247192963	0.397870806	0.149311288	0.068031636
3212	0.315088281	2.908384202	1.08122986	0.594854017	0.348668868	0.733939674
3213	0.472399757	0.368488045	2.372006159	0.944715947	0.263689516	0.639600999
3214	1.014203383	0.664112181	0.613981221	0.313171794	0.012118574	0.437636507
3215	0.880158859	1.464541005	1.646540264	2.25163884	0.165370067	0.205920058
3216	1.668904291	1.207394185	0.540321662	1.933370087	0.948802745	0.445743211
3217	2.172862393	0.736097641	0.229189018	0.258095868	1.623408055	0.922408276
3218	0.581944977	0.86971172	1.300692029	1.446357279	1.220751243	1.273687043
3219	1.549757003	0.475018796	0.492244895	0.540318121	0.975668991	0.390081133
3221	0.683390398	1.198605666	1.021319148	0.212526357	0.460961143	2.014363194
3222	0.643485596	0.212447373	0.587333058	2.259014574	0.430562643	0.187477716
3223	0.29010354	0.378660593	0.436881874	0.078706073	1.326199383	0.036035958
3224	0.162931173	0.015618654	0.265409048	0.886388796	0.048547845	0.507799966
3225	0.982199573	0.165818651	0.157438101	0.542152903	0.041034713	0.038062258
3226	0.167088176	0.122265837	0.325738602	0.116188204	0.2249229	0.025184712
3227	2.210365145	0.103680432	0.525383029	0.442721543	0.406993872	1.008434353
3228	0.239163107	0.482593059	0.001654933	0.641961117	0.19400367	0.583122061
3229	0.327151862	0.960266551	0.599430988	0.870669329	0.929504689	1.490663363
3231	2.019576512	0.685079291	0.718583009	0.562720252	1.742520913	0.666131335
3232	0.745910701	0.416202021	0.567558409	0.632184515	1.587508202	1.824497194
3233	0.515828906	1.151093678	0.513567446	0.935291469	1.730685975	0.636799836
3234	1.305156291	0.658296275	0.172844275	0.76059175	0.713906529	0.006867434
3235	1.021608716	0.637443517	0.218053707	0.299166947	0.541201266	0.519286745
3236	1.130813224	0.500885651	1.073394913	0.611070608	0.946988285	0.455562441
3237	0.362470258	0.056941825	0.007282192	0.313705019	0.155958632	2.101317231
3238	0.618972923	0.211917926	2.722779889	0.319305078	1.52938971	0.054297634
3239	0.423871486	1.269393627	1.719883926	0.719670504	0.342457058	1.375286222
3240	1.712604247	0.697128555	3.196502718	1.735619044	1.128234563	1.726625574
3241	2.249793584	1.979527919	1.499158658	2.733171116	0.601248814	0.511775956
3242	0.940199671	0.380292404	1.416922625	0.701481882	0.720212932	0.184829074
3248	0.831544247	1.17102544	0.787878356	0.687420451	1.667498704	1.330049072
3249	0.05910364	0.163241221	0.137283065	0.66335022	0.212134638	0.095060628
3250	1.27e-05	0.546817917	0.29346231	0.459275935	1.472262119	1.136417482
3251	1.323788269	1.63944804	5.357801748	2.962260346	0.615507978	1.583134421
3257	4.825517895	1.858267422	1.200053228	0.228087301	1.475388127	1.809789229
3263	0.253920762	0.512601144	2.248764329	1.296471867	0.993524922	0.352979558
3265	1.950431632	2.335055217	1.050070663	2.756599189	1.977107818	0.303027715
3267	2.706102404	4.538868989	1.995923832	4.765730836	2.710606389	1.198786174
3268	0.802750736	1.830687893	5.536342895	1.00284319	3.729938475	1.369256571
3269	1.585559794	0.73679024	0.568209092	1.803520648	0.37813166	0.252118606
3270	0.635345513	0.270403979	0.234834417	0.169185097	0.185693955	0.141990468
3273	1.779217064	0.55194308	0.416648024	0.085767603	0.14698144	1.59454435
3274	1.294171177	0.035703442	0.798992208	0.953972613	0.084648797	0.403810865
3275	2.592589747	5.220722203	4.751582607	3.239226316	2.291527013	0.60939312
3276	1.656376754	1.469335862	0.729084539	0.798420398	1.652755681	0.529705359
3280	1.560548634	1.248219811	5.51562582	2.704494653	2.416222906	0.963485008
3281	4.225945995	4.632286417	6.530097989	2.178195757	0.478868323	0.761817294
3283	0.857782875	2.076196651	1.349706318	1.391160178	1.389143913	0.616075968
3284	1.136565463	0.387141198	0.912021953	0.466493714	0.556817139	0.149723282
3290	3.076961299	0.082058711	0.638339415	0.700676291	1.393700443	1.277294381
