"Gene.ID"	"EC"	"HIP"	"MTG"	"PC"	"SFG"	"VCX"
94	0.977425801	0.390018501	1.503206084	0.12094905	6.334154832	1.804437606
95	2.06633077	0.141593195	2.555437944	1.453220906	0.867772076	0.29256812
97	0.336385394	3.046839633	0.345929378	2.630076511	2.416789375	1.417116661
98	0.289705275	2.952160687	4.551262836	3.58319434	1.403569138	1.351514768
100	0.529480786	0.556589539	3.163974637	0.368987884	0.778448633	1.610631418
101	0.420394794	0.264808364	0.421487944	0.630143348	0.477375969	0.884725796
102	0.148066566	0.45496673	0.265716161	0.258993946	0.628434329	1.13411981
103	5.070297649	3.943372489	6.364524637	0.634660048	0.251345703	0.330280599
104	2.892594393	4.854136292	5.953172879	3.112943075	2.42954272	0.722655533
105	0.470815977	0.176766965	2.149955039	0.220754812	0.865372574	0.637795198
107	3.343290609	0.61981162	3.176243397	3.851694224	1.020247636	2.403002985
108	1.623020795	4.164228618	5.652022278	1.238222921	1.611935196	1.686790574
109	2.448487032	3.790114764	3.465191847	0.531340439	0.237778749	0.890911339
111	1.747790074	0.603050219	0.678246948	1.943305755	1.152800086	0.722809091
112	0.090707402	1.628876805	0.128082838	0.69210403	0.228570687	0.082409933
113	3.631074411	0.709257746	3.075434274	0.394135184	0.159906837	0.372706878
114	0.122727834	4.013489031	2.338063424	0.050735539	1.460424991	0.433850095
115	5.803972483	1.521456689	1.128500636	0.886866882	0.690042315	0.364451133
116	0.211999928	1.80165914	2.411139957	1.998275941	3.189752469	3.706929284
117	2.765521939	3.605084019	4.099463929	0.147110653	3.115653842	1.104168961
118	3.267968066	7.267357962	6.239903514	2.835313175	2.389622481	2.595215457
119	3.414535844	1.936484461	2.715108706	2.019828404	0.42017047	1.501304159
120	6.089074088	1.497447052	5.313018337	0.938032827	4.740277133	1.59697096
123	2.0871194	1.145882898	2.393337502	0.181029433	1.588055819	0.989676426
124	1.552158635	0.948113244	0.221435958	1.135408055	2.103519216	0.078236665
125	1.640739273	0.570511136	0.470232133	1.421201684	1.350316005	0.248865912
126	0.32698648	0.45468164	1.747231557	1.996029661	0.070756662	0.510813337
127	0.274887356	1.536082278	3.920380175	1.873334906	0.543414907	2.336702594
128	1.795383104	2.78405783	1.433745868	2.605697389	1.548998442	0.758558277
130	2.791195272	0.625570096	0.451054901	0.599371262	1.430803406	0.410821443
131	0.318461651	0.189607709	0.249587956	0.800764982	0.248774522	0.343665191
132	2.362822153	0.624637115	0.906483887	3.048435484	0.863893966	1.795421994
133	2.248715308	0.027897392	0.19850325	0.169855989	0.586571892	0.146547478
134	0.396922252	4.618630561	0.477702964	0.0294321	0.4205182	1.573149172
135	2.828888891	0.46847701	2.137410689	1.595588107	3.584624469	2.381684949
136	1.249127439	1.284678613	0.561749429	1.499906042	0.180172293	0.991983101
140	3.210624734	2.475502596	0.140736452	1.702679984	0.329996846	0.657119597
141	2.048849214	2.911715162	1.211947716	1.623577892	0.211738184	0.186645984
142	0.577609951	5.272122913	3.231298452	2.611231518	1.356363533	1.33331974
143	2.429963712	1.38761778	2.42189847	0.703423312	1.442678814	0.049283958
146	1.060970981	0.396194866	0.863766838	0.476758434	0.98651748	0.683263367
147	1.63191286	1.46427695	0.889522034	0.035403722	0.021963594	0.525850277
148	1.522460057	0.791733202	3.07153641	1.526574263	1.299258819	1.190616741
150	0.093222447	0.417364317	0.095354368	0.432234361	0.389513359	0.574683686
151	1.898887258	0.016531368	0.985290096	0.017378039	0.050508139	0.32881613
152	3.392489121	1.751758664	3.702398851	0.802121882	0.364569942	0.952872186
153	2.156101187	1.519387147	5.090517101	2.326403049	1.749971791	0.391097439
154	1.242760152	0.805380272	1.267148439	0.323103306	0.92362348	0.338377672
155	2.451848634	0.727747012	1.83221715	1.22768212	0.519779378	0.180098967
156	1.675195717	1.397120164	4.332097251	2.241303673	1.613437906	0.339176026
157	1.529235349	8.891471158	2.13666545	0.491151626	0.728624749	1.178447169
158	8.304160655	4.668835212	3.866327322	2.758252874	1.475424342	1.499835276
159	0.619310411	0.785542334	1.393535683	2.036857626	5.463891811	1.64292835
160	1.979495087	4.199803739	2.615181214	1.867799934	5.526963168	0.300037374
161	4.288099076	4.587781732	4.006043768	5.244563449	1.13141803	1.047999664
162	0.361928421	0.693323301	0.398832299	1.101601727	0.437314369	0.090052527
163	1.158295757	3.522485687	2.027279606	1.460405656	0.289689593	0.555708938
164	1.729697387	1.396621327	6.311323294	1.420766889	0.736446987	1.183744301
165	0.810472687	0.341759957	3.561213462	0.911434058	3.838858908	2.629870482
166	0.139881007	0.07298773	0.48487233	0.172012485	0.304847465	0.140368935
167	0.996196001	1.810884527	1.619490396	1.005804604	0.366356455	0.014850177
172	1.641807573	1.271208439	0.602061855	1.478634602	0.664852201	0.739392435
173	0.119412585	0.025167123	2.892129401	0.381571811	0.34470723	0.374883659
174	1.140473031	0.448032581	0.036789445	0.647458588	0.535306428	0.288125429
175	0.370882915	0.972483458	1.079492214	2.713896258	0.873507404	0.85977161
176	1.423581836	1.74398393	1.335928034	3.20746513	0.851559363	0.498999374
177	0.226550866	1.203771485	1.653957104	0.43167744	0.199973281	0.712935545
178	0.31062575	0.708555639	2.223317847	1.873055028	0.253875413	2.216422692
181	0.204418666	1.596664502	1.256869854	0.108096017	0.228376782	0.212848864
182	1.722280219	1.520860853	4.957629851	1.409244819	1.750419647	1.891914928
183	0.493377364	0.725307751	3.697429671	0.777862872	4.176575191	0.576775516
185	1.29347967	0.16810103	2.162709265	0.490879834	0.171037164	0.69268168
186	0.168312654	0.443575154	2.304668447	1.846038063	1.043174651	0.840888562
187	5.473195044	0.030304342	4.720408448	1.867134661	1.990452352	0.018686932
189	1.033763809	0.344040898	0.988474319	1.035921412	2.351809232	1.072003151
190	0.775534066	0.336512119	2.203570311	0.347550345	1.047173355	0.256156811
191	0.21932573	3.26198799	3.412100581	2.295186187	0.094676715	0.908602511
196	2.621723208	1.648225462	0.416664437	0.90268364	2.621721319	0.296204243
197	0.877835965	0.428631678	0.616880501	1.284636067	0.655970709	0.594728341
199	1.526505904	2.016605714	0.813956294	0.550468577	3.475674209	0.329839578
202	2.296141812	0.260445293	2.793258978	2.282675256	2.023807422	0.504736007
203	4.943791273	2.624399532	1.080429629	4.038403193	1.106446183	1.171332959
204	2.542062569	0.743664623	0.926093797	1.765256557	1.964562086	2.118881663
205	3.489166664	0.698390815	0.824917042	0.244668603	1.831289633	0.167300377
207	2.564060438	0.749898836	0.472260007	0.014704763	0.352659423	0.215628224
208	3.007809403	2.669076633	2.532017366	1.739927706	2.56213851	1.120115721
210	0.140143379	0.823974265	1.260271819	1.452968569	1.707443104	0.079890908
211	3.182675197	2.076011748	2.113662642	2.736484484	1.970379687	1.328493263
212	2.218867839	0.336238272	2.271796582	3.232754652	0.662058789	1.690879669
213	2.42528224	1.846586893	2.21314367	1.512247809	2.166436351	1.084301947
214	2.071300656	2.294284451	3.229535529	0.230548242	1.741873618	0.494193491
215	1.073719472	0.341613482	2.055318957	2.130113044	1.97859973	2.201655038
216	0.537538744	1.893982855	0.42640875	0.257689272	0.688121065	1.353706222
217	0.012277386	1.107014993	1.45361095	1.332211492	1.410174437	1.190397977
218	2.416205361	0.247603002	0.001647999	0.781006615	0.385039823	0.300179846
219	1.587566108	0.559141704	0.868409023	0.952238949	0.851443635	0.916105782
220	0.377030712	0.577523425	0.000951558	1.856115778	0.404222036	1.192362954
221	0.340221946	0.770895891	0.378846004	1.185010367	0.210470256	0.27395424
222	2.210411926	0.738537367	0.484674021	0.606025294	0.356102902	0.710249043
223	1.373781844	0.129555172	3.096132085	0.344249166	1.821682508	0.177662386
224	1.108279682	2.927138698	4.018023242	1.431092592	0.516229815	0.406309135
225	0.118961663	1.294564836	0.148141794	0.592134648	0.030749643	0.753436344
226	7.632696123	3.765970307	6.110528168	2.420863277	0.420813254	1.038125885
228	0.133602709	0.608945844	0.334110866	0.859411013	0.16082629	0.500594956
229	2.386158417	0.448539808	1.447690435	1.390726901	1.168434992	1.078966419
230	4.645354892	4.159396055	0.594879254	1.378755052	0.339938675	0.359751325
231	1.742234405	3.431857775	4.940619252	2.449347555	1.485137593	0.331259472
238	1.087096786	1.06413004	2.369969917	2.453654069	0.797129593	0.965820834
239	0.310417436	0.019460506	1.793075952	0.275089098	0.148653888	0.690668143
240	1.22833364	0.648379702	2.749076681	1.974979323	0.278317058	1.066178288
241	0.136969177	0.108816859	0.369788943	0.899037157	0.181897242	0.278446975
242	4.524182995	0.52871614	0.602524077	1.853107044	0.455401389	0.652616727
244	0.200214914	5.29842219	0.004805572	1.859665616	0.221625482	0.00566858
245	0.995073147	1.709191792	0.839416639	0.067988581	0.791980185	0.34269539
246	0.089818328	0.232429957	0.364624631	0.171441927	0.357903044	0.436863681
247	1.910197699	2.922492096	0.833392276	1.30953434	1.51180827	0.927052472
248	3.375910195	0.184229162	0.764092186	2.412497332	0.574757958	1.506405235
249	0.402471395	0.66526925	0.908069952	0.66593338	0.128809351	2.619709753
250	2.028939796	0.402674251	2.422906826	0.241985148	1.047344711	0.82320018
251	2.518242986	1.084871034	0.373917198	0.594925655	1.709024814	1.003457007
257	0.428207593	0.209906185	0.340018264	0.75075555	0.30469019	1.028263951
258	0.103618026	0.15152646	0.912356043	0.228601246	0.762946698	1.056342235
259	2.829136169	0.277779592	0.69569665	0.569935372	0.96960782	1.820690209
262	2.528077611	4.827398757	1.59354265	1.580111754	1.068893038	2.126208911
265	0.128526807	0.028808594	1.543038944	0.767846036	0.054687757	0.695510788
266	0.283929045	0.920201442	0.074383529	0.463938386	0.291628287	0.783280334
267	1.044818638	2.869275351	0.240120026	0.957160863	1.574338417	0.711789322
268	3.853806401	0.624938174	0.155770589	0.796891953	1.115143138	0.973103357
269	0.391510918	0.097100034	0.157407713	0.647694715	0.813244845	1.256491834
270	0.211432585	0.001274683	0.735604629	1.131173328	0.702034368	0.380554192
271	6.548733757	2.712186198	0.868891323	1.672810577	1.827356301	2.902869292
272	0.298224136	0.40912018	1.375219158	2.703748533	0.567718171	0.666433562
273	2.982748398	3.264712439	6.005501456	3.909120628	0.306256604	1.457122416
274	3.825381976	4.686700141	4.544076454	1.705059045	0.980708637	0.951610777
275	1.878919736	0.250854531	1.262581653	0.176646733	0.589573452	0.018943521
280	0.817375	3.289126676	0.889511792	3.861375746	0.550774894	1.576468512
283	0.336288461	0.124593092	0.131140781	0.360924224	0.068713887	0.187475541
284	5.734804392	0.709174778	2.129048789	2.144008666	4.453265276	0.705811695
285	1.579005556	1.308283989	2.496348567	0.987651315	0.935425459	2.486506804
286	3.248067135	2.278118331	1.628716278	6.354643861	1.248843258	2.148024466
287	1.340955615	8.50565193	6.25621998	3.010370446	1.512553503	1.956640745
288	3.835770075	3.322258992	3.17204327	0.88452063	1.481033051	2.482036821
290	1.115083025	0.299260215	1.315391945	0.609662894	0.817799514	2.19825627
291	1.642324952	1.307966703	6.005245738	4.856188754	2.438687325	1.42458826
292	1.286372792	2.837556198	4.043213798	6.737188212	0.120278483	2.251076962
293	3.738134003	4.435750175	1.187825514	2.316444223	0.870515692	1.137563533
301	2.997033499	0.774856671	0.664631571	2.14852446	1.909734588	0.68303951
302	2.808186285	0.433385249	2.267567094	0.861189558	3.262746543	0.923993871
303	1.586415775	0.149449702	0.671852678	0.983663817	1.367766095	0.598234522
304	5.369972991	0.139563154	0.084917604	0.28886418	1.685823411	0.05943372
305	0.601409226	0.049633563	1.592027503	0.383220046	0.518059405	0.062086631
306	0.119693864	0.314974118	2.28382914	0.843949968	1.167063466	0.532855936
307	0.340799623	2.093195767	0.315860033	2.647664109	1.073940937	0.727871779
308	3.144536915	1.006124109	2.156740394	0.750841157	0.908383772	1.301555405
309	2.497276907	2.972983448	6.134645272	3.15904027	0.899058165	2.101469365
310	1.902611875	5.364626034	4.499558149	5.732776606	3.273501359	3.291691971
311	5.412125568	3.827641462	2.430867603	3.955750567	3.010232505	0.822811871
312	0.360118393	0.337061259	0.450123578	0.622221539	1.049521622	0.111701429
313	0.805050085	0.032058811	0.549350894	0.559141306	0.047744612	0.321276938
314	1.540438847	1.447249757	1.618926488	1.29636151	0.19262416	2.87976297
316	1.38800261	0.444404363	0.29299002	1.08432614	0.335030356	0.437551666
317	1.08476321	2.225307624	1.273250491	1.357068631	1.68122628	0.148065611
318	2.94383777	4.333802921	2.367873529	5.305317764	1.741869351	1.05554279
319	0.317257031	0.016441911	0.507973676	1.297759243	0.494710359	0.038107372
320	1.225737836	0.651635357	0.162397272	0.111882089	0.053375147	0.681886086
321	1.969155369	0.668199262	5.350288657	1.619621615	0.981062631	0.819503779
322	0.107137203	1.226460262	0.895623141	0.45548038	0.424737371	0.000675118
323	2.033419467	2.514999472	1.401208384	0.475890184	0.481708745	0.765970205
324	3.238247659	2.454627579	4.923081284	5.382503681	2.440825357	0.97633022
325	1.920039013	0.08395504	1.041339915	0.595236137	0.450392617	0.306454265
326	1.169477588	0.421221108	0.575551441	0.095456763	0.1648447	1.275746762
327	2.67513528	0.650223041	0.674995679	1.210886634	1.674450854	2.388754318
328	2.045291834	3.030014666	1.755433495	2.625944267	0.812944709	3.015895116
329	0.206909266	0.334512155	3.229050592	1.340286157	0.810213375	0.211606864
330	0.919012482	0.583207524	0.350022034	0.117410035	0.27027418	0.23064217
331	3.406009111	2.185572138	4.420974609	1.459008366	1.425172416	1.491827089
332	0.734622925	0.738634931	0.673895967	1.369686089	1.110745656	1.100666598
333	2.566822055	1.354910049	0.686439608	0.20661055	0.070035179	0.760267781
334	2.241695149	8.05548955	5.912025096	5.918983713	2.48477202	2.783443702
335	4.606581471	0.471826377	0.938224749	1.529438383	0.382556713	1.569824573
336	0.324315135	0.313947189	0.66547701	0.689476545	0.330034733	0.885490559
337	0.445637371	0.207979916	0.194802256	1.981560167	0.254511434	0.142331034
338	0.368836432	0.537025323	0.116866428	1.666892247	0.464142653	0.22239781
339	1.798257316	0.744645037	0.024342004	1.322618625	0.399302866	0.108722826
341	0.19531903	1.196532166	4.635242446	4.111910003	2.78527778	2.761621758
343	0.50965368	3.017219473	1.515204583	0.005885582	0.525415762	1.206896019
344	1.604182775	0.97189075	0.909351628	1.935702096	0.135877943	1.541095146
345	0.818402354	0.372932435	0.069603254	1.182253273	0.188292776	0.545206943
346	0.110010015	0.246840495	1.40739597	1.305318668	3.269932364	1.764139949
347	0.404758179	1.321076437	1.076751696	0.173921901	1.765286112	1.271020511
348	3.691990715	1.669089172	2.278954415	2.160810114	3.679071353	1.498131756
350	1.354551311	0.945948283	3.372216779	1.077418141	0.711226468	0.705189847
351	0.575859514	3.920986757	3.566455972	5.927967579	0.890660499	1.518063269
353	3.800480754	1.444859025	0.114478352	1.846615261	1.566251731	0.411132637
354	0.658903036	3.435043301	3.748652203	4.074322957	0.911354556	1.006208095
355	1.611489836	2.559173268	3.442835288	1.696628121	2.486390365	0.565298458
356	1.235661785	1.113073334	0.058678455	0.775816297	0.314340539	0.295996686
357	0.434468946	4.987045537	4.44522349	2.531611212	0.556473929	1.443738222
358	1.716624416	0.056114488	3.792175671	0.363300294	3.036691634	2.153937392
359	1.940038614	0.25868087	0.402731036	0.845811532	0.800580424	1.295605149
360	1.975287716	2.534363011	0.311913226	1.205895113	0.267082627	0.432344409
361	3.388751858	0.923408135	6.698418391	1.811618048	3.684452165	2.167617479
362	0.458969566	0.054220625	0.270491415	0.767165765	0.028403229	0.316771495
363	3.079094453	0.048639847	0.867820968	1.032432196	1.874707695	0.318563585
364	0.262885159	0.439011833	0.056156801	0.07332961	0.059011214	0.53617465
366	0.111918531	0.154933135	1.802582188	0.402372656	1.489217729	0.939268784
367	1.376305145	1.913049983	1.724133618	0.788654594	0.964216529	0.866938653
368	1.607278344	1.559495829	3.385819559	1.643841154	1.238189041	0.450196279
369	0.912228144	0.173023544	1.063685577	0.477707205	0.294858756	0.039670327
372	0.019900259	3.899782503	3.224050557	1.983020518	0.254236711	2.164173351
373	1.261156189	3.945638979	1.723336597	2.24095894	2.43637991	1.560171106
374	0.39470743	0.03014584	0.484197006	0.170043767	0.486931416	1.82999316
375	4.512145707	5.488743845	7.990780557	3.778809089	3.501512504	1.963084014
377	3.920446984	1.473076824	3.775198804	3.192934243	1.115314269	1.647503642
378	0.717550042	3.709100653	0.42847164	2.17671949	2.680137833	1.625505934
379	0.419669207	0.584767525	4.319064357	0.517952987	1.831417643	0.672239657
381	0.607988578	6.006162041	0.205165065	0.549870255	1.991917566	0.592610083
382	2.246238374	2.37211523	7.472690491	2.095795456	0.752611305	0.559697882
383	1.082239763	1.311262142	1.122548865	0.86848491	1.241766232	1.49015718
384	2.384835269	1.50581777	3.645063787	2.707692536	1.821287748	0.133587853
387	0.739901257	3.087512813	1.877316121	4.42777627	0.913963279	0.878048885
388	2.543905277	4.909577152	4.45439926	4.405844986	1.696913628	1.294400245
389	0.483307718	1.1172908	2.943775561	0.222702071	1.423674315	0.824579354
390	0.691480763	2.061660525	0.072356839	1.189828809	0.352472016	1.480653293
391	0.124203018	0.991767016	1.318545914	0.503300366	1.529281802	0.952624967
392	0.84690901	2.070293673	4.459803301	2.102250057	2.089789337	0.910084547
393	3.818068552	0.067728003	0.803413586	0.307510056	1.454857072	0.333531657
394	1.968487088	7.956557759	6.986346851	1.507966675	1.39638008	2.991366444
395	2.604175717	0.913828629	1.430649708	1.656104051	0.418557913	0.41436991
396	8.431963692	3.920431772	0.956897799	3.839636266	1.611980833	0.447925249
397	1.138865907	1.793283538	1.733919103	0.669378391	0.528806517	0.593980749
398	1.006209169	0.686611149	2.600459654	1.542865111	1.242896899	0.249299917
399	0.06474839	0.263748908	1.179838787	0.688657022	2.065045894	0.140036181
400	2.315268422	5.418813282	1.099634845	1.631006431	1.810321605	2.661133229
401	0.089617988	0.014111993	0.070743964	0.009211441	0.066588684	1.122229581
402	2.045408687	1.517530495	0.907886109	1.065472317	0.304192055	0.174546998
403	0.190153707	1.648773009	4.143264612	3.428584577	2.271863169	1.769088479
405	1.232482294	3.102121102	0.762993397	0.787459279	1.24440447	1.808249938
406	1.035184259	1.214123068	2.032856552	1.686135844	0.430350694	0.516543598
407	1.121144166	0.033343548	0.547996003	0.349008755	1.149908172	0.67249991
408	0.473369265	1.011404326	5.996796036	1.041872922	4.528066253	1.790084799
409	0.129555381	1.060378793	1.555754525	0.950965727	1.250950007	0.189390391
410	2.277435502	0.634958231	0.921661028	0.786053136	0.655839099	0.239208752
411	0.593810381	0.948656421	1.58626512	1.344537555	1.920572054	0.750759287
412	1.068517301	1.396615804	7.124180159	4.309308579	2.099294781	2.993708893
414	3.058479449	1.320278152	4.275877013	1.900924098	3.165809231	2.116835136
415	1.035052002	0.298751375	0.670866407	0.970699057	0.744667661	0.756889994
416	0.166304709	0.667116358	0.398894053	0.83523995	0.2961535	0.309248931
417	2.807139935	0.619552935	0.872795716	1.668760706	1.030853606	0.431525232
419	0.265152487	0.054557215	0.186871994	0.015396976	0.208868448	0.278752781
420	0.169475238	2.263255932	0.002937024	1.648086066	1.243351748	0.036238333
421	3.649704031	1.962608656	0.137240405	1.084691802	1.477527201	1.265850903
427	3.562623457	3.047623347	4.087659643	3.579467239	1.988318156	2.540015539
429	1.381738933	1.105276747	6.947928308	1.062037441	3.880281956	1.604084703
430	0.609129687	1.10258923	2.223716847	0.437893883	1.253710118	1.511369938
432	2.208577035	0.690484169	0.841854216	0.855917201	0.497713521	0.491322285
433	0.025276765	0.113756893	0.08325094	0.802111263	0.18852203	0.171445571
434	1.015821363	0.013042585	0.3824086	0.386425305	0.120453783	0.891749782
435	1.434163587	0.561757687	0.765637463	1.95763171	0.303411961	0.155975375
438	1.762544864	1.256161201	1.082425702	0.1845861	1.366499189	0.839820663
439	3.861714384	0.74156681	0.515179768	1.180878626	0.802513819	0.094023377
440	2.60278312	4.239880936	5.159830446	4.197331707	0.228950701	2.664609182
443	0.309739909	0.4332497	0.145427644	2.626513253	0.596644789	0.8818483
444	2.493565334	2.728982256	5.987934155	2.071299791	1.999255123	1.559683956
445	1.961527253	0.769354023	1.774766423	1.392344741	0.282912344	1.134750574
460	1.197444501	1.789672813	5.177576318	5.174559489	0.260816208	0.889494487
462	0.498475691	1.114991365	1.836675399	1.094654167	0.608477868	0.41624139
463	4.487072923	1.676487589	8.750641502	1.509784432	3.876008272	2.33598899
466	0.789013902	1.749837683	1.965948767	1.160378964	1.8672892	0.587635954
467	2.651651981	0.887426512	0.823622872	0.571069394	2.803293793	0.137591657
468	1.507668815	1.959707668	2.687884825	0.293214288	0.929434678	0.177594286
471	0.093829777	5.345340649	2.925491263	5.185593543	0.309384506	1.30106379
472	2.579440031	1.622621973	3.14721567	3.202933245	1.380293357	1.761578105
473	1.857431627	1.009170366	2.118900301	1.755198396	1.527974696	1.568431258
474	0.088674163	0.059573847	0.589171147	0.202418547	1.022710636	2.115052486
475	4.018687273	2.276658199	5.251396953	3.95103047	1.489914979	0.491028538
476	2.4171662	6.098741115	4.878858238	1.973617269	0.970690075	1.48135404
477	3.422566251	0.828942703	6.231142232	0.741202609	4.538997596	2.055603029
478	5.024762377	2.566731641	4.148486947	2.038419179	4.024269176	0.487180712
479	1.210395018	0.182418881	2.139384653	0.469251619	0.098036249	0.411192675
480	1.832200948	0.859055953	2.310369377	2.822741521	0.549553584	0.532104262
481	0.179017184	5.138116808	4.506510271	2.603133379	1.57882093	0.961054468
482	0.367110316	0.314039011	1.589420093	0.968016024	3.916511969	1.536874868
483	1.232814228	0.575797919	2.858122966	1.3402535	0.886171782	1.487355581
486	0.202730453	0.544730574	1.486838065	3.12346959	0.999186484	0.30859526
487	0.712553218	0.209980182	1.41484508	1.722181934	0.206622997	0.871754494
488	2.208714656	6.365832825	9.250120104	4.676448385	0.97967372	2.383581167
489	0.559995954	2.691467228	4.54181287	0.780957124	1.135100975	1.708128155
490	0.865519018	4.431481514	1.741098696	0.78099928	0.675369379	1.888080974
491	3.589959789	3.179870504	9.55528739	3.669339655	2.654435466	1.900082803
492	3.187098371	1.841332837	1.819355009	3.106877248	0.702086634	2.058080604
493	5.593451223	3.168346076	5.164355966	3.182198885	1.532968426	0.498675234
495	1.562988635	0.731235264	0.224372574	0.009746469	0.002489995	0.055715612
496	0.862944172	0.66090986	0.742917051	1.390259985	1.044918274	0.447532854
498	1.869954306	3.297522545	7.002820576	6.495529065	0.601432903	1.49260478
501	1.155321177	2.147177154	3.727182521	3.952265158	2.326978981	0.657071587
506	5.308180108	4.209739974	7.4742008	7.486712631	0.842719445	2.943769508
509	4.256276429	3.587238913	9.214746739	6.78758311	3.825802496	2.523057419
513	5.673723429	2.44000385	3.49926209	0.726124339	0.989061033	1.728467653
514	0.40115152	0.255790668	0.981075672	0.533948889	0.150433521	1.459053779
515	1.393419176	2.423384995	4.684707234	4.959584764	0.026727684	2.007889729
516	6.977889252	0.792519563	6.879271234	1.081022544	0.143421669	0.077853506
517	0.470673167	2.523727059	2.232202277	2.580320127	0.725958772	1.666078556
518	1.23490598	2.449905084	4.446112559	5.236597302	2.381645867	2.016880822
521	0.533802454	0.546369044	0.516028636	0.683210842	0.305222647	0.601145371
522	2.418644554	1.902776314	0.037924351	4.879207642	1.109256624	2.244109732
523	3.184463454	3.992322739	5.411287147	2.327514992	2.57218982	1.246640417
